Order,No.,Fur Density [furs/cm^2],Fur Arrangement,Number of Drops,Needle,Fur Sample,Fur Type,Fur Orientation,Replication,Camera Settings,Lighting,Names,Resolution [pixels/mm],Steady State Penetration Depth [mm],Maximum Penetration Depth [mm],Droplet Final Spread [mm],Droplet Maximum Spread [mm],Steady State Dome Height [mm],Minimum Dome Height [mm],Volume Below Fur at Max. Spread [mm^3],Video Index of Max. Spread,Delta_pos,Delta_spread,Delta_Pen,Delta_DomeHeight,Tausp,Tausx,Taush,Tauss,Taumaxspread,Date,Filename,Density of Water (kg/m^3),Viscosity of Water,Surface Tension of Water (N/m),Initial Impact Classification,Initial Impact Dome,Initial Impact Shape,Final Impact Classification,Fur Strand Square Length Dimension (um) [l],Inter-fiber spacing (um) [d],Initial Spread,Do (m),Aspect Ratio,Droplet Velocity [m/s],Droplet Diameter [mm],Height [level],Modified Aspect Ratio,Weber #
11,r11,162.0324049,staggered,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_6_2,horizontal,standard,2,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,Zack Morgan,26.8,6.679104478,6.679104478,6.343283582,6.567164179,0.2985074627,0.07462686567,16.44404639,54,0.02,0,0,0.787037037,3.75,17.54032258,17.54032258,,1.794797352,02/25/2024,r5_E1_6_2,997.77,0.001,0.0728,"D, W",D,W,JLRD,350,761,6.343283582,0.002504148185,0.6849684968,0.339843932,2.504148185,1,0.3045749558,3.963858359
12,r12,162.0324049,staggered,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_6_2,horizontal,standard,3,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,Zack Morgan,27.8,1.366906475,1.366906475,6.223021583,6.54676259,0.9712230216,0.8273381295,-15.84969076,64,0.07608458688,1.618705036,0.4316546763,,24.95391705,38.22580645,46.24423963,46.24423963,2.440157031,02/25/2024,r5_E1_6_3,997.77,0.001,0.0728,"D, W",D,W,JLRD,350,761,4.604316547,0.002693525244,0.6849684968,0.3392377475,2.693525244,1,0.2831608223,4.248429877
13,r13,97.94122645,staggered,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_7_1,horizontal,standard,1,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,Zack Morgan,27.6,1.811594203,1.811594203,4.637681159,4.891304348,0,0,18.85563688,66,0.09578938896,1.376811594,0.5797101449,0,6.520737327,10.43778802,12.78801843,12.78801843,1.401699846,02/25/2024,r5_E1_7_1,997.77,0.001,0.0728,"E, W",E,W,JLRS,350,1079,3.260869565,0.002621023185,0.755073478,0.3497970271,2.621023185,1,0.4125913704,4.39543795
14,r14,97.94122645,staggered,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_7_1,horizontal,standard,2,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,Zack Morgan,25.2,2.142857143,2.142857143,5.753968254,6.071428571,0,0,25.78062581,62,0.007289184176,2.817460317,0.1587301587,0,7.465437788,8.903225806,9.751152074,9.751152074,1.662718342,02/25/2024,r5_E1_7_2,997.77,0.001,0.0728,"E, W",E,W,DLRS,350,1079,2.936507937,0.002909075185,0.755073478,0.3238928827,2.909075185,1,0.3717372288,4.182700979
15,r15,97.94122645,staggered,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_7_1,horizontal,standard,3,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,Zack Morgan,27.2,1.985294118,1.985294118,5.036764706,5.404411765,0,0,20.22823534,59,0.06703807428,1.544117647,0.6985294118,0,11.7281106,12.55760369,14.63133641,14.63133641,1.683621156,02/25/2024,r5_E1_7_3,997.77,0.001,0.0728,"E, W",E,W,JLRS,350,1079,3.492647059,0.00268313872,0.755073478,0.3258713921,2.68313872,1,0.4030397458,3.905122492
16,r16,50,staggered,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_8_1,horizontal,standard,1,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,Agustin Soto,29.4,1.972789116,2.006802721,6.360544218,6.394557823,0.7142857143,0.4421768707,21.50632298,357,0.05639780713,3.129251701,-0.03401360544,,4.821428571,8.588709677,6.89516129,8.588709677,7.350036768,04/13/2023,r5_E1_8_1,997.77,0.001,0.0728,"D, W",D,W,JLRD,350,1650,3.231292517,0.002918615229,0.825,0.2298420991,2.918615229,1,0.5666001147,2.11317306
17,r17,50,staggered,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_8_1,horizontal,standard,2,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,Agustin Soto,29.4,1.428571429,1.496598639,4.863945578,5.204081633,0.9523809524,0.2040816327,23.80379726,119,0.00743639902,2.448979592,-0.06802721088,,7.52764977,12.79493088,13.79032258,13.79032258,0.752734909,04/13/2023,r5_E1_8_2,997.77,0.001,0.0728,"D, W",D,W,DLRD,350,1650,2.414965986,0.002921617896,0.825,0.2275038394,2.921617896,1,0.5660177964,2.07252577
18,r18,50,staggered,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_8_1,horizontal,standard,3,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,Agustin Soto,29.4,2.006802721,2.006802721,5.74829932,6.12244898,0.7142857143,0,25.65032763,135,0.04097352854,2.380952381,-0.03401360544,,6.433179724,10.00921659,10.67281106,10.67281106,1.614520871,04/13/2023,r5_E1_8_3,997.77,0.001,0.0728,"D, W",D,W,DLRD,350,1650,3.367346939,0.002943664874,0.825,0.2376304188,2.943664874,1,0.5617785292,2.278198151
19,r19,144.1152692,parallel,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_3_2,horizontal,front facing up,1,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,Zack Morgan,25.8,0.7364341085,1.201550388,6.472868217,6.472868217,0.3875968992,0.2713178295,12.93019261,357,0.07012816672,3.294573643,0,,10.68548387,14.07258065,27.78225806,27.78225806,21.65284893,03/22/2024,r5_E1_3_4,997.77,0.001,0.0728,"E, W",E,W,JLRD,350,483,3.178294574,0.002513335483,0.5798319328,0.3148736272,2.513335483,1,0.1926044098,3.415246848
20,r20,144.1152692,parallel,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_3_2,horizontal,front facing up,2,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,Agustin Soto,29.7,0,0,5.310344828,5.793103448,1.448275862,0.7931034483,0,121,0.02963663059,1.517241379,0,1.187871581,1.699308756,3.912442396,1.534562212,,0.9093205108,03/10/2023,r5_E1_3_5,997.77,0.001,0.0728,"T, W",T,W,JIB,350,483,3.793103448,0.002699398619,0.5798319328,0.1981354974,2.699398619,1,0.1793286452,1.452414791
21,r21,144.1152692,parallel,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_3_2,horizontal,front facing up,3,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,Agustin Soto,30.9,0,0,5.673758865,6.134751773,1.843971631,1.205673759,0,114,0.08017946503,1.42394822,0,1.519289774,2.557603687,21.9124424,19.83870968,,0.7964091599,03/10/2023,r5_E1_3_6,997.77,0.001,0.0728,"T, W",T,W,JIB,350,483,4.249810645,0.002703755382,0.5798319328,0.2058832125,2.703755382,1,0.1790396796,1.57075457
22,r22,100,parallel,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_4_1,horizontal,front facing up,1,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,Agustin Soto,30.8,1.948051948,2.24025974,6.363636364,6.590909091,0.0974025974,0,18.5939326,118,0.06165402328,1.233766234,0.06493506494,,,,,,,03/10/2023,r5_E1_4_4,997.77,0.001,0.0728,"E, W",E,W,NR,350,650,5.12987013,0.002608840602,0.65,0.2364903035,2.608840602,1,0.2497096753,1.999738854
23,r23,100,parallel,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_4_1,horizontal,front facing up,2,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,Agustin Soto,28.2,2.092198582,2.092198582,6.134751773,6.453900709,0,0,27.38539198,123,0.1086347584,2.092198582,0,0.3191489362,0.09331797235,2.830645161,2.125576037,,0.9154006793,03/10/2023,r5_E1_4_5,997.77,0.001,0.0728,"D, W",D,W,NR,350,650,4.042553191,0.002968224744,0.65,0.2397454365,2.968224744,1,0.2194755437,2.338280146
24,r24,100,parallel,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_4_1,horizontal,front facing up,3,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,Agustin Soto,31.2,0.9294871795,1.41025641,6.153846154,6.185897436,0.7371794872,0.6730769231,12.65838735,253,0.01932926027,2.467948718,-0.2564102564,1.057692308,1.958525346,6.520737327,7.211981567,,4.990951203,03/10/2023,r5_E1_4_6,997.77,0.001,0.0728,"D, W",D,W,SDRD,350,650,3.685897436,0.002688122774,0.65,0.2439325381,2.688122774,1,0.2423448609,2.192237648
25,r25,49.03922353,parallel,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_5_1,horizontal,front facing up,1,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,Agustin Soto,30.9,2.686084142,2.686084142,3.818770227,4.660194175,0,0,1.264481765,112,0.09690411916,1.262135922,1.003236246,0,5.253456221,29.40092166,6.912442396,,3.160677676,03/10/2023,r5_E1_5_4,997.77,0.001,0.0728,"E, W",E,W,DLRS,350,1078,2.556634304,0.002872875269,0.7549019608,0.273667737,2.872875269,1,0.376072475,2.948920302
26,r26,49.03922353,parallel,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_5_1,horizontal,front facing up,2,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,Agustin Soto,29.4,2.857142857,3.197278912,4.523809524,5.170068027,0,0,25.29933734,120,0.06435895998,1.360544218,0.8503401361,0,0.9838709677,5.338709677,1.983870968,,0.6126464316,03/10/2023,r5_E1_5_5,997.77,0.001,0.0728,"E, W",E,W,DLRS,350,1078,3.163265306,0.002890858554,0.7549019608,0.2310096753,2.890858554,1,0.3737330252,2.114395591
27,r27,49.03922353,parallel,2,Pink JG20-1.0HP (ID: 0.024''; OD: 0.036'') - 1.5'',E1_5_1,horizontal,front facing up,3,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/h1_E2_3_1/camerasettingshydrophoc4-7.PNG?csf=1&web=1&e=wCtXFs,https://liveutk-my.sharepoint.com/:i:/r/personal/grible_vols_utk_edu/Documents/Fur%20Wetting/Experiments/r1_E1_3_1/20220207_145306000_iOS.jpg?csf=1&web=1&e=mZ21tB,Agustin Soto,28.5,2.947368421,2.947368421,4.631578947,5.438596491,0,0,21.26007313,127,0.06515830241,1.228070175,0.8771929825,0,0.9838709677,5.338709677,2.016129032,,0.6564108236,03/10/2023,r5_E1_5_6,997.77,0.001,0.0728,"E, W",E,W,DLRS,350,1078,3.403508772,0.002728006361,0.7549019608,0.2335686394,2.728006361,1,0.396043546,2.039733849
